,song_id,artist_id,artist_name,artist_familiarity,artist_hotttnesss,title,song_hotttnesss,year,duration,loudness,tempo,artist_mbtags,release,release_7digitalid
668,SOVCECZ12A6D4FA35E,AR6AGJV1187FB504BA,Kitaro,0.6680872955603172,0.45938742461313786,Trong Com,0.3603705827121406,1993,43.51955,-23.874,35.931,new age,Heaven & Earth,226149
669,SOVNZNG12A6D4F763D,ARWG0541187FB364EC,Las Ketchup,0.5932267348502084,0.3635638516604679,Doble Bombo,0.23993682440382563,2006,171.80689,-4.134,167.954,spanish,Un Blodymary,40395
670,SOUYGWL12A58A7A474,ARFG9M11187FB3BBCB,C-Side & Petit Mal,0.5606584565020386,0.27366797002760784,Mudhump,,0,212.47955,-11.828,135.087,none,Swarm Warnings,91448
671,SOJMDES12A6D4FD717,AR7CCCC1187FB578FF,Don Gibson,0.540750151435823,0.3796512190020614,A Legend In My Time,,1987,152.58077,-14.28,80.738,american,Country Greats,229522
672,SORPGNH12A6D4FCDE2,ARJJRZ41187FB4C856,Jewel,0.7686957128111358,0.417591879764777,Serve The Ego (Hani Num Dub),0.34580223396532944,0,529.91955,-6.076,85.316,none,Serve The Ego,124135
673,SONIVCV12AB017FEED,AR9RTS51187B996CC8,John Legend [feat. Buju Banton],0.5958117467766225,0.3871137653888301,Fall In Love [Rub A Dub Mix],,0,184.73751,-7.397,162.876,british,Strictly The Best Vol. 40,646216
674,SOERWEA12A6D4F4CB8,ARI6OUG1187B989234,Izzy,0.6457631466028919,0.34608408989392164,Going Home,0.37598430150044215,0,277.10649,-17.91,88.761,none,Ascolta,29186
675,SOWJNKL12A81C21F17,ARODBRG1187FB3FD99,Nick Cave & The Bad Seeds,0.6940216479070769,0.47940767557514763,Still In Love,0.5917584508236884,2003,283.74159,-11.766,116.621,seen live,Nocturama,275954
676,SOZUOAK12AB018AA82,ARG9E8O1187B99AB4F,Bury Your Dead,0.825962346021387,0.5068047444183583,Closed Eyes,0.5333708783158672,2009,290.63791,-6.664,123.635,none,It's Nothing Personal,469705
677,SOWAIRN12AC468B37C,ARYA9ZH119B8668A81,Our Time Down Here,0.5188067600066829,0.42968916619680797,Big Guys Throw Cones,,0,75.49342,-2.844,126.4,none,Live_ Love_ Let Go,608237
678,SOWQDJI12AC468AED3,ARXCUQE1187B9ADD91,Pee Wee King,0.4080719105619905,0.3136671918067881,Railroad Boogie,0.0,0,154.69669,-11.473,89.201,none,Black Diamond Express To Hell,605651
679,SOULCEZ12AB0187E3C,ARQPSAB1269FCD243F,Acorps de Rue,0.2630877689128683,0.4279263512621525,Chanson Réaliste,,0,194.79465,-7.434,73.136,none,Dans un élan,567604
680,SOGFQTK12AB017DE14,ARSVRVA1187B99228A,The Nelons,0.381481861314382,0.3502138249441181,I've Won (Introduction - Speaking),,0,91.95057,-30.293,72.001,none,Hallelujah Live,343010
681,SOZSKUB12AC4686766,AR27XEH1187FB4EC83,Les Blaireaux,0.5288658319660646,0.3989941164037762,Le gardien de musée,,2007,297.76934,-9.911,140.173,french,En concert au Splendid,736813
682,SONTEWC12AB0186E51,AR02YGA1187B9B8AC4,Bersuit Vergarabat,0.6155041026415558,0.43983635888759404,Sencillamente,0.5147533243380469,2005,307.35628,-7.769,135.982,none,Testosterona,347917
683,SOSIVYG12A6D4F93A9,ARRXG5Y1187B9AA016,G-Unit,0.8453733038122141,0.5344297136566577,Poppin' Them Thangs,0.7618780776895576,2003,242.52036,-1.622,88.043,hip hop rnb and dance hall,Hot Joints 2,2058
684,SOCTJIL12A67ADAF3F,ARGO67V1187B9968D2,Saosin,0.7550771510720238,0.5637637522823244,Bury Your Head,0.7477548155053753,2005,212.29669,-3.753,85.029,post-hardcore,Saosin EP,16743
685,SOXBWOG12A8C138A74,AR039B11187B9B30D0,John Williams,0.7052876780775723,0.5172980180255892,American Journey/IV. Arts and Sports,,0,157.28281,-17.941,138.508,none,An American Journey,300387
686,SOIVHQA12AB017DBDB,AR2PNSZ1187B9AF0A4,Pardesi,0.3863837750240484,0.2563503629041404,Shuncata Penda,,0,309.26322,-12.597,106.438,none,Pump Up The Bhangra,531252
687,SOSWEUH12AB0186F22,ARWYDXE12420780913,Baby Grand,0.4295762228670502,0.31335058000635974,Melodica,0.0,0,294.55628,-9.042,114.011,none,Future Chill,562002
688,SOMMUOG12AB01821FF,ARMLW331187B9923F9,DJ Ostkurve,0.4017088742880177,0.0,Sailing,,0,207.43791,-3.854,137.951,none,Top of the Mountains Vol. 5,655158
689,SOVTZLS12AB0184CB5,ARHK7A51187FB411D8,Roy Rogers,0.5103679324691051,0.40508035332524994,Hi Ho Silver,,0,154.53995,-16.884,121.815,none,A Cowboy's Songbook,512344
690,SODJOWL12AC468D389,ARO89GU1187B98ADA2,Reni,0.5101921765848437,0.32409770298372925,Slamka Spasa,,0,222.14485,-3.826,92.68,none,Reni 2001,685885
691,SOBFZDQ12AB0188B04,ARN5BHA1187B99E072,Leonard Kwan,0.3847721904783503,0.0,Kanaka 'o Mose,,0,202.91873,-22.196,83.065,hawaiian,Ke'ala's Mele,818130
692,SOQBETA12CF5702399,ARMEUT11187B9BA155,Steve Riley & The Mamou Playboys,0.4535316393151887,0.2743607334116652,Between Eunice & Opelousas,,1995,182.22975,-3.959,225.669,folk,La Toussaint,396810
693,SOHNBNW12A6D4F7323,AR5DXUU1187B9B0E42,Falco,0.6744647047022475,0.48578160227478057,Monarchy Now,,1992,252.96934,-8.726,94.777,austrian,Nachtflug,22780
694,SOOBRTK12A8C13D6A9,ARPEJMN11F4C84080E,New Roanoke Jug Band,0.41838181163382604,0.31748634837422507,When Those Two Towers Fell,0.0,0,178.20689,-13.873,96.212,none,Play It For A Long Time,250057
695,SOYVONC12AB0187167,ARDDTL91187B9974A7,Warren Barfield,0.6519578769369507,0.4362205481837596,Shadow,0.0,2006,207.51628,-6.748,117.985,none,Reach,578327
696,SOUYTJK12A6701CD3D,AR0CANF1187B9AF35F,Dilated Peoples,0.8048388888270448,0.45784115609436704,Big Business,0.5589973270385168,2004,149.91628,-8.225,165.546,hip hop rnb and dance hall,Neighborhood Watch,10168
697,SOYNXWG12AC468F51A,ARUT60Q1187B9B90E9,Orquesta Broadway,0.39885871321158833,0.3410613992194141,La Sitiera,0.0,0,226.66404,-8.612,95.243,none,Tiqui_ Tiqui,782449
698,SOJDJRK12AB018565D,ARUYVDC12086C11D5C,Fever Ray,0.7137828859773337,0.5291669829264597,I'm Not Done,0.5543841211839374,2009,280.24118,-9.074,64.811,sverige,Live In Lulea,645658
699,SOLWBGS12AB0187EAD,ARELA4P1187B991507,Charles Williams,0.38980296682759785,0.287731467837425,Close Up,,0,64.05179,-14.493,102.95,production music,Close Up,675210
700,SOCXXWR12AC468929B,AR9OLFX1187B9A5762,Bob Wills,0.49883497525793824,0.37996076697507797,Sittin' On Top of the Wolrd,,0,201.76934,-15.653,95.655,none,Bob Wills and His Texas Playboys 1932-1947,686979
701,SOHWKQE12A8C142406,ARMBR4Y1187B9990EB,David Martin,0.6375333862984804,0.31061428147376885,It Must Be,0.0,0,286.4322,-8.57,133.925,none,Something in Your Eyes,609306
702,SOOCWAO12AB01852C1,AR1VWD91187FB4CE99,The Animals_ Sonny Boy Williamson,0.40737228057002517,0.4824868021390311,Bo Diddley,0.2884816426560289,1973,463.49016,-9.492,81.111,british,The Animals with Sonny Boy Williamson,759910
703,SOQYLQN12AB01801B8,ARZJFLE12086C117FF,MN,0.45393336167444404,0.32919497765107164,The Truth,,0,378.06975,-12.371,136.95,none,Speed 002,627032
704,SOQYKBE12AC46867EE,AR8Q4RZ1187FB46BDC,T-Bone Walker,0.6119429558981506,0.40319797771654287,Teenage Baby (Digitally Remastered),,0,123.29751,-11.124,162.855,none,Bobby Sox Blues - EP,686635
705,SONROBV12AB0188BC7,ARJJRZ41187FB4C856,Floor,0.5224238291059312,0.417591879764777,Ignis,0.26695518627553855,2009,144.92689,-9.105,144.803,none,Its Not The Same,769742
706,SOWUAYB12A6D4FA1D4,ARHO1WI1187B98CB84,Michael Card,0.015557880683016383,0.34424658036403843,So Many Books ... (The Word Album Version),0.0,0,163.082,-7.005,122.403,contemporary christian,Joy in the Journey,64429
707,SOOOBCE12A8C134019,AROBQ0B1187FB404F6,Walter Jackson,0.4371937769385019,0.3161559873970384,What Would You Do,0.3532613542649873,2006,156.682,-12.839,78.453,none,Welcome Home / The Okeh Years,286522
708,SOYTQGO12A8C138C1B,ARYUHNV1187FB482AF,Megadrums,0.3272331914161043,0.06372498646333741,Drummer's Circle,0.0,0,237.24363,-15.777,118.713,none,Transformation,202993
709,SOLIAYU12A6D4F9923,ARZCXO91187FB53708,Justin,0.782555689040213,0.33536857774641954,Kong,,0,275.85261,-12.586,81.38,none,Justin In Love With HK Philharmonic Concert Live,74803
710,SOIGIUZ12A8C1337B1,AR8U8G41187B9A833B,Tim Exile,0.6205019249164577,0.3018470948111364,Post-Toxic Finger Disorder,0.4287022625232594,2006,80.3522,-4.379,141.836,deutschland,Tim Exile's Nuisance Gabbaret Lounge,246546
711,SOHHKOU12A81C224B2,AR8W2DS1187B9B6E36,Alex Theory,0.448124002912,0.31552295903196886,Lotus Kiss,0.5346295822083406,0,317.88363,-10.56,100.295,none,Gathering The Tribe,232875
712,SOROLCY12AB0182652,ARYNSN31187FB4C573,Bizzy Bone Presents,0.7541808331304262,0.47625416220006334,Intro,0.34092275586437804,2004,50.9122,-7.837,81.901,none,Double R,346713
713,SORRQLD12A8C139E8D,ARQVTCN11E2835DFFD,Marcel Mouloudji,0.32521914304845917,0.2700999824694024,Qui Donc A Changé ?,,0,110.34077,-14.711,77.5,none,36 Grands Succès,299377
714,SOWBEBK12AB018306A,ARE9SYU1187B9B9838,Jerry Reed,0.58400755313893,0.40902774457009566,When You're Hot_ You're Hot,,0,138.4224,-4.994,201.951,none,Les 100 Plus Grands Titres Country,792118
715,SOSJVGP12AB0185B95,ARYF20K1187B9B76BD,George Lopez,0.6680202487233046,0.5169637307383411,Church Hangover,,2006,270.68036,-16.724,101.455,none,El Mas Chingon,591025
716,SOESNFW12A6D4F995F,ARPVFV91187B98BB94,Cinder,0.55319423352061,0.35980722500277096,The Ride (Album),0.21204540548371908,2006,218.61832,-5.025,157.909,none,House Full Of No Trust,46067
717,SOMJNMD12AB0187F93,ARVUAJC1187B9908A5,Speedball,0.4866791431655032,0.36250143392097245,No Survivors,0.25510303553912445,1998,212.21832,-9.191,159.702,uk,Maximum Speed,675629
718,SOHHGUG12A6D4F4E77,ARH861H1187B9B799E,Johnny Cash,0.8172562925023776,0.7352088777469941,I Got Stripes (Live),0.3264782375027913,2006,112.95302,-7.087,118.041,country,The Legend,785786
719,SONUTGA12AB0187F44,ARE17W51187FB5381B,Rui Da Silva,0.6251867974682902,0.38880031291510264,The Contracting Perception Of Consciousness,,0,448.62649,-12.161,123.007,portuguese,Praying Mantis,713491
720,SOZNBMX12AB0182AD1,ARM63WJ1187B9951EA,Autumnblaze,0.4938911529792842,0.3554959565796879,Her Golden Robe In Silence Veiled,0.40790171721807383,1999,286.24934,-9.033,119.428,none,DämmerElbenTragödie,549533
721,SOGNFKZ12A8C145224,AR6TD9K1187B9A207D,Sister Rosetta Tharpe,0.553104832920521,0.36035044785399334,Two Little Fishes_ Five Loaves Of Bread,,0,156.42077,-11.459,89.995,none,Complete / Intégrale Vol. 5 (1953-1957),376512
722,SOBIPBF12AB0184B0C,ARHWRBR119B8669309,Hatesex,0.4612861622886023,0.0,The Greed Of Our Stare,,0,307.87873,-8.506,180.129,none,Unwant,709759
723,SOIRIWN12AB0183AE7,ARBQPXY1187B98D67B,Kris Kristofferson,0.7323938630696031,0.49622434864396775,Same Old Song,0.3603705827121406,1974,194.37669,-11.663,74.809,folk,Original Album Classics,668413
724,SORFAAB12A6D4F7EAC,AR56P361187B9AC4DB,Gary Moore,0.7613622384458618,0.4671106485845494,Rockin' Every Night (Live),0.2707759989463275,2005,198.79138,-11.105,100.081,blues rock,Rockin' Every Night (Gary Moore Live In Japan),22901
725,SOSJQKV12A8AE46270,AR0S7TA1187FB4D024,Christina Aguilera,0.831240276991066,0.7257460818523215,Walk Away,0.6803349345564326,2002,347.84608,-6.774,152.214,pop and chart,Christina Aguilera/Stripped,279403
726,SOIUCMV12AB017DEDB,ARYVLXY1187FB373B0,Maurane / Lara Fabian,0.58048134794179,0.41261081923196263,Mais La Vie,0.2257681159643445,2003,198.86975,-13.637,107.087,none,Quand L'Humain Danse,403572
727,SODGUVC12A8C142EBA,AR7LIU31187B98EF11,Rita Chiarelli,0.4048233033081587,0.28805028537557953,Doggin' Around,0.0,2004,237.7922,-9.517,90.282,none,No-One to Blame,239126
728,SOMQZOX12AB01896D6,ARTTFAQ1187B98E4FA,Kiprich,0.558878292089538,0.3889397658134465,Dem a Talk,,0,208.3522,-9.693,183.827,none,Chiney Flava Riddim,809828
729,SOYYXTC12A8C143393,AR5RA3W1187B9B4A22,Pepe Kalle,0.3375760412468442,0.0,Roger Milla (Stadium Mix),,0,366.13179,-9.381,140.316,none,Larger Than Life,609331
730,SOHEJGY12A8C13A71E,ARIP54S1187FB53259,Jaime Urrutia,0.49428210188811733,0.38381866168814227,La sangre de tu tristeza (con Dani Martin_ directo Enjoy 07),,0,233.50812,-2.999,102.165,none,En Joy,212126
731,SOBJUNO12A8C13D478,ARJA5XT1187B9B89AA,David Tao,0.48200699856983814,0.41589712845748655,Everything's Gone,,0,242.59873,-11.484,151.882,taiwanese,David Tao,163281
732,SOHEYVW12A8C131DAF,AREY3RN1187B993C5F,Goatwhore,0.7732718477461717,0.4296896292340641,Forever Consumed Oblivion,0.5147533243380469,2006,225.64526,-4.442,110.994,none,A Haunting Curse,560084
733,SOYJCVS12AB01869B2,ARB06Z71187B99049A,Séamus Egan,0.4771800087520739,0.32795475415321146,McDermott's / Boys of Blue Hill,,0,276.16608,-11.404,201.651,folk,In Your Ear,668028
734,SOHPWKA12A8C13864B,ARPLE851187B9B2B7C,Superchumbo,0.5472281478297538,0.364787348408113,Irresistible! (Maurel & Fauvrelle LESS Mix),0.0,0,673.2273,-7.634,127.992,none,Irresistible!,245264
735,SOVXYYO12A8C13B254,ARNNBW81187FB55594,We Show Up On Radar,0.46897686543950845,0.3851241194726684,Red Balloon,,0,124.47302,-11.255,79.226,none,Growing A Girl EP,214256
736,SOFOOEV12A8AE44CA3,ARQGNEN1187FB4494C,Gabinete Caligari,0.49068878832899293,0.326430852787923,El Arte De Amar,0.26695518627553855,1989,304.32608,-12.436,109.051,none,4 Rosas Y Que Dios Reparta Suerte,135559
737,SOBHIVO12AB0182476,AR69GPS1187B99E556,SUMO,0.5940475040246616,0.47136204988725994,Pinini Reggae,,1989,215.11791,-5.945,101.742,none,Sí o Sí - Diario del Rock Argentino - Sumo,512216
738,SOWXWOS12A8C143605,AR9YS621187FB5AC07,The Clark Sisters,0.6382782112906544,0.4824322424877222,I Won't Let You Go Till You Bless My Soul (Album Version),,0,329.74322,-12.935,101.988,none,Conqueror,521363
739,SORKSWH12A8C1452B4,AR0X3JJ1187FB3A9A7,Hank Locklin,0.6357570221000797,0.3794369722404727,Rio Grande Waltz,,0,149.2371,-15.995,106.941,none,A Year Of Time,320414
740,SOYALFX12A8C143637,AR202MX1187B9B0383,Tanto Metro & Devonte,0.6117882539472937,0.33672684140890796,Honey I Sugar Pie,0.3347065490692206,2003,207.33342,-8.41,195.976,hip hop rnb and dance hall,Riddim Driven - Adrenaline,704088
741,SOCMHBT12A8C13D634,AR2CM6U1187B999EB7,Basic Channel,0.5536370861963962,0.3602004478694047,Phylyps Trak II/II,0.5091572281903853,1994,793.62567,-12.593,127.923,none,Phylyps Trak II,219550
742,SOLHVZC12A8C14307F,ARM5JLS1187FB3615B,Tammy Wynette,0.6061186456969245,0.4091960356545295,Stand By Your Man,,1968,159.60771,-13.592,105.202,country,Country 100,598098
743,SOGEBZO12A67ADF488,ARASYMJ1187B9ACAF2,Whitesnake,0.8224328293700504,0.5313033185652613,Young Blood (2007 Digital Remaster),0.6684662578702709,0,209.99791,-6.186,145.689,british,Saints And Sinners,66818
744,SOHGYDF12A6D4FCD5E,AR3DYAD1187FB3964E,Chet Atkins,0.5863048446287447,0.41457883654371946,Get Up & Go,,0,173.68771,-11.851,98.117,folk,The Early Years_ CD C: 1952-1954,127491
745,SOYNESO12AB018782B,ARODP5P1187FB40142,Eddie Cano,0.3591299659014567,0.2741977710890841,The Trolley Song (Live Album Version),,0,225.17506,-16.05,165.263,none,Eddie Cano at PJ's,513031
746,SOHBOWM12AB018446A,AR1WU211187FB57E2B,Terry Riley,0.6098143603684099,0.4097626309536773,Acension Final Chord Rising,,2002,142.41914,-37.065,128.135,none,Atlantis Nath,409139
747,SOWBRZR12A58A7B5D2,ARENLSD1241B9C71B9,Mack and Jamie,0.370429861995241,0.26626975719270224,Slimy Little Troll,,0,66.42893,-15.755,186.13,none,Extreme Channel Surfing,225374
748,SOIWZZD12A8C14505C,ARJBWQI1187B9B17D1,Trivium,0.84775465607329,0.49420685530211234,Upon The Shores [Explicit],0.47405483093120077,2008,321.17506,-3.973,100.604,thrash metal,Shogun,317615
749,SOTJODQ12AB018561C,ARE08BN1187B98FCA3,Der Plan,0.4962240848472056,0.3472497167251076,De Kommissar 1,,0,26.67057,-18.169,35.898,düsseldorf,Die Letzte Rache (+Bonus),711509
750,SODWSGW12A58A7D4B8,ARZJ4MI1187B9AF5AF,Reel Big Fish,0.7841439647957018,0.5531688635836378,Why Do All Girls Think They're Fat (Album),,2007,153.67791,-4.188,159.723,ska,Monkeys For Nothin' And The Chimps For Free,112284
751,SOZSSJQ12AB01852D1,ARUWB5W1187B98D7A1,Ensiferum,0.7102033774028097,0.5148498795731506,Hero In A Dream,0.6910425455861244,1999,218.61832,-2.599,200.061,finnish,Ensiferum,411428
752,SOBHDHC12A6D4FA2A4,ARVNIVQ1250941026F,Dylan Kuo,0.2491692630582695,0.0,Ji Xiang Yan Chu,,0,230.29506,-5.614,100.173,none,Not Anymore,48593
753,SOKQYBC12AB0183C87,AR4TLW81187B99683D,Martin Sexton,0.6411975149842052,0.44865347112982507,Ice Cream Man,0.30416950343527516,2001,352.88771,-8.733,133.391,american,Live Wide Open,519688
754,SOKWXEW12A6D4F7F9E,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,0.6268031063273776,0.4052346907874076,Crawling Up A Hill - version 2 - mono_ live,,0,142.602,-4.62,166.238,rock,Plays John Mayall (Live At Klooks Kleek),45795
755,SOJDTBL12AB0188BF6,ARQCHDN1187FB4C7C2,Luiz Bonfa,0.5492829074585028,0.3475475805256747,A Brazilian in New York,0.3552855364230894,0,305.65832,-18.713,105.813,brazil,Solo in Rio 1959,559294
756,SOPOTLV12AB017C1F7,ARYZV2X1187B997BE7,Chris Standring,0.564710159052268,0.4159376408281591,Mumbo Jumbo (jazz),0.4944895175021134,2006,257.59302,-9.449,97.959,production music,Soul Express,531919
757,SONOQCH12A6D4FE0EE,ARMW8O71187B98CD90,Angélla Christie,0.28216757765273126,0.29301071237902965,Walk With Me,0.20488271774216135,0,348.36853,-8.665,111.465,none,Eternity,578604
758,SOGVRQG12A58A7E69B,ARIULTJ1187B9A2017,Neviss,0.43978994682621575,0.2700252448023299,Epilog,,2003,53.39383,-31.412,160.409,none,Backseat Travelling,272685
759,SOPNFTX12A67020455,ARE8GLF1187FB52532,Red Hot Chili Peppers,0.8339679720525084,0.5769038155883393,Get On Top (Album Version),,1999,198.05995,-1.479,76.986,alternative rock,Californication,30956
760,SOAONEP12A58A7D2B3,ARSWXNX1187FB3D04E,Chango Spasiuk,0.4682509114975055,0.41084158724086123,De Bombacha Y Alpargatas,0.0,0,131.57832,-13.763,194.156,world,15 Grandes Éxitos,272334
761,SOFLCWE12AC468C2B2,ARTDUXM1187B9899ED,Charley Patton,0.5743000682773265,0.3755935825851729,Moon Going Down,,1930,196.62322,-15.164,107.877,blues,Essential Delta Blues,688952
762,SOEJFMF12A670209F0,ARTJPHB1187B9968E5,The Race,0.5787043307463909,0.3698838279488981,Raising Children,,2006,225.17506,-5.298,118.043,none,Raising Children/Go Figure,13904
763,SONKDJU12A67FFB313,ARNNHLN1187FB42912,Yahir,0.5986364339485454,0.2328250608705825,No seamos tontos,0.0,0,216.81587,-5.737,131.938,none,Con el alma entre las manos,75789
764,SOJTSAW12A58A7B6C2,AR502DZ1187B98F8E1,Brian Dullaghan,0.291433259678306,0.31980198948730404,My First Day At School,,0,110.44526,-21.412,92.29,none,Have Fun Learning - 14 Sing Along & Learn Along Songs,443438
765,SOWTBIV12A8C13B607,AR9F71I1187FB46CAF,Gordon MacRae,0.4124730423730093,0.3069763072258157,Do You Ever Think Of Me,,0,179.59138,-16.215,77.929,none,Stars Of The Summer Night,301417
766,SOHPFNX12AB018A5FE,ARFCOGY1187FB454B4,The Winans,0.48214832497096216,0.3441981874832948,Everything You Touch Is a Song,0.5729201479465231,0,319.60771,-13.792,102.328,none,Carry me Home - The Power Of Gospel,572666
767,SODKPPT12A8AE46A99,AROIHOI122988FEB8E,Mario Rosenstock,0.3345427836570606,0.04903438084848781,De Tree Little Pigs,,0,319.63383,-5.849,79.09,none,Gift 2,281000
768,SOBRVRZ12A8C132DE5,ARM0RY81187B9AF248,Jerry Goldsmith,0.6507269244411518,0.42382566334467503,First Blood,,1985,281.28608,-18.719,77.306,soundtrack,Rambo - First Blood,189516
769,SOLFDCM12A6D4F7A7C,ARBEBBY1187B9B43DB,Tom Petty And The Heartbreakers,0.7798380917672508,0.5683505032022476,Mary Jane's Last Dance,,0,274.20689,-8.962,168.946,classic pop and rock,Greatest Hits,22353
770,SOFLDUO12A8C137BC0,ARS1DCR1187B9A4A56,Winston Reedy,0.43350762637871326,0.2899029316087479,Daughter Of Zion,,1997,235.78077,-8.754,153.738,none,Love Thing,244426
771,SOFKOUI12A58A7F55C,ARXTM8U1187B99F200,Pablo Montero,0.5463104236993335,0.3099193396540712,Ni Gota De Rencor,0.0,0,199.94077,-8.596,100.048,none,Donde Estas Corazon,536523
772,SOOQACI12AB0188EC8,ARWJHW61187B98FA8E,Papa Wemba,0.5419683747338633,0.4178853489630385,Maria,,0,278.59546,-8.09,120.411,none,M'Zee Fulangenge,680734
773,SOUUCMM12A8C1362C3,AR5U94U1187FB5CDCF,John Hammond,0.5906929179471623,0.45281783769711387,Come To Find Out,0.2538347361322313,2005,247.32689,-8.405,90.666,folk,In Your Arms Again,151707
774,SOMEHWS12A8C13727B,ARA373P1187B9A74C7,Barbarito Diez,0.4097966205990625,0.2663430816204065,Sublime Ensoñacion,,0,157.88363,-9.139,116.949,none,Asi Bailaba Cuba Vol. Iv,156542
775,SOZKGKZ12AB017E527,ARWI6LR1187FB46E9F,Richard Galliano,0.5714228015866021,0.42335610609447943,French Touch,0.0,1999,201.09016,-16.937,79.53,none,Concerts Inédits: Solo - Duo - Trio,396156
776,SONRARH12A8C139DCC,AR609UN1187FB53FA1,Pride Tiger,0.5814627308658039,0.38134528239882903,56 Days,,2007,229.22404,-2.397,114.061,none,The Lucky Ones,106108
777,SORYSJU12A8C144CFA,AR8SRQ31187FB4D477,Ten Years After,0.6833885166889893,0.4631183399297777,Victim Of Circumstance,0.21508031850922793,1989,248.78975,-11.814,128.598,none,Live 1990,554077
778,SOPZMUP12AB018C070,ARJ1W5M1187FB458F3,Sweet,0.6487226559769548,0.5085582524725953,Airheads,,0,318.9024,-4.99,84.103,british,Sweetlife,570508
779,SOFUBUF12AC3DF98FF,ARWSMC91187B9AD369,Helen Love,0.5818843588912933,0.3470069209304056,Bubblegum,0.36727341580934564,1997,145.78893,-8.871,156.074,rock and indie,Radio Hits 2,594792
780,SOOOJUT12AB01883B9,ARZOVCV11F4C83D9FA,Bamberg Symphony Orchestra and Hans Swarowsky,0.34036709992496117,0.2721030896719644,Hungarian Dances_ WoO 1: No. 12 in D Minor: Presto,,0,151.01342,-22.492,137.219,none,Brahms: The Complete Symphonies and Hungarian Dances,753651
781,SOBHRIK12A6D4F6E75,ARB3YS71187FB4E54E,Tomorrow,0.6796169574734832,0.35447219105183414,Colonel Brown (1999 Digital Remaster),0.0,0,173.26975,-11.216,138.028,none,Tomorrow,24732
782,SOVWNAS12A8C130573,ART09111187FB5BF48,Ty Herndon;Stephanie Bentley,0.6546449746458465,0.450775217814067,Heart Half Empty,0.4051157216913865,0,295.3922,-7.688,74.166,none,This Is Ty Herndon:  Greatest Hits,283030
783,SOUGZYV12A8C143A6F,AR0NQD81187FB3AD13,Gary Morris,0.4420249810973847,0.28603261691822185,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),,0,228.5971,-12.584,81.809,none,Greatest Hits Vol. II,615142
784,SOATHUP12A8C131DC3,ARDEC2A1187B9A460E,Chimaira,0.8374501282954904,0.47676086709831694,The Flame,0.6290718355952272,2007,323.18649,-4.238,150.11,thrash metal,Resurrection,142667
785,SOCSZYG12AB01871C2,ARH4Z031187B9A71F2,Faye Adams,0.3964552539172961,0.2992303679293693,My Greatest Desire,0.0,1961,144.1171,-11.508,110.323,none,Shake A Hand,373723
786,SOESWTI12AB0184D39,ARZBYDY1187FB46DD7,Cali,0.6168845440365633,0.34384449941445117,Sta giu' (feat. Dj Rockdrive),0.0,0,222.17098,-4.184,187.716,français,L'odio del mondo rese l'uomo schiavo dell'amore,808649
787,SOHLFWF12A58A7989F,AR0B5HI1187B9B9DB9,Silvério Pessoa,0.48504926829573464,0.25822409030186455,Eu vi a maquina voadora,0.0,0,364.48608,-11.448,95.997,none,Cabeça elétrica coração acústico,254082
788,SOVZIXG12AC3DF5331,ARFZNDU1187FB417FC,X-Static,0.6003533140001155,0.3867514752376603,Murderous Style,,0,262.79138,-12.139,98.645,none,The Best Of X-Static,684294
789,SODMROC12A8C1443E7,ARKRQSV1187B99FB13,Deborah Allen,0.5107980105115456,0.35223551654624485,I Will Always Love You,0.26586104921065007,2005,189.57016,-11.156,67.904,none,Karaoke: Country Queen - Singing to the Hits,610244
790,SOSFVEI12A6D4F7C84,AR0N0DX1187FB41327,The Master Musicians of Jajouka featuring Bachir Attar,0.6371812839675844,0.4491399510400711,The Truth Forever,0.30416950343527516,0,623.72526,-15.926,131.578,uk,The Master Musicians of Jajouka,22067
791,SOCYTFB12AB017F7CE,ARJPZSG1187FB3E985,John Holt,0.6294632451871911,0.42479123557056614,The Tide Is High - Original,,0,170.50077,-13.898,166.05,none,John Holt's 21 Miles From You,349121
792,SORERTC12A8AE454B3,AR4L4WQ1187FB51996,The Prodigy,0.6386140224507543,0.601436482837353,Music Reach (1/2/3/4) (Remastered),,0,252.52526,-5.434,215.916,electronic,Experience: Expanded (Remastered),279573
793,SOBHGWG12A6D4F50D2,ARGXNS21187B999665,Tina Britt,0.36061366996779365,0.0,He Put The Hurt On Me,0.0,2006,177.94567,-7.162,118.835,none,Blue All The Way,32680
794,SOPOZOQ12A58A76660,ARKJVHY11E2835E76B,Sonny Terry & Brownie McGhee,0.5171263150356835,0.3601450565062343,Be Good To Me,0.0,0,168.64608,-17.019,106.237,none,Sonny Terry & Brownie McGhee_ Vol. A (1938-1941),91291
795,SOPOFBK12AF729EEBE,ARBOG0H1187B99F775,MxPx,0.763010513430572,0.5376756280636735,Answer In The Question,,2000,129.88036,-3.487,130.716,punk rock,The Ever Passing Moment,15564
796,SOKWIDU12CF5F87DA3,ARHU9211187B9B7E0E,Fort Minor (Featuring Mr. Hahn),0.7954025492748465,0.5444145897079475,Slip Out The Back (Album Version),,2005,236.66893,-6.475,90.009,side project,The Rising Tied,20797
