,song_id,artist_id,artist_name,artist_familiarity,artist_hotttnesss,title,song_hotttnesss,year,duration,loudness,tempo,artist_mbtags,release,release_7digitalid
1211,SOUMJJC12A6701F4B0,ARNHHIV1187FB4EA23,New Order,0.7207110575919069,0.522047955191613,Jetstream - Arthur Baker Remix,0.3603705827121406,2005,421.95546,-5.721,122.484,british,Jetstream,12884
1214,SOOFFTS12AB018A83C,ARTXS851187FB411C7,Chris Farlowe,0.5433932314325375,0.33857502645721227,I Just Need Your Lovin' - Original,,0,192.26077,-13.626,160.663,uk,Chris Farlowe Selected Hits,468309
1218,SOVHLHV12AB018930B,AR0G47L1187B98CC6D,Frank Chacksfield,0.44625666654061785,0.3463575222425513,Heidi,,0,151.19628,-16.538,116.716,production music,Black Satin Vol1,756725
1219,SOOEDPH12A6310E02B,ARJA1841187FB3A029,David Bowie,0.8659700063313627,0.5749214233398637,Space Oddity (1997 Digital Remaster),,0,313.70404,-12.679,137.068,british,The Best Of David Bowie 1969-74,808
1221,SOVMXIC12A8C13CC28,ARSL3N21187B98DFC5,Klaus Badelt,0.6880033488369731,0.4693403742592461,After The Fire,0.30416950343527516,2007,116.1922,-27.369,56.306,german,Rescue Dawn,109107
1222,SOFYIQI12A6D4F8D85,ARL635X1187B990092,Charlotte Gainsbourg,0.7440079147104803,0.5200496881789747,Tel Que Tu Es,0.8196427109055854,2006,189.70077,-12.1,119.683,french,5:55,42180
1226,SOCWUXY12A58A7F1E8,ARC5Q0L1187B98D463,Enter the Haggis,0.6197471466593556,0.4073868296459371,Skyswimmer,0.45912771815628417,1999,399.882,-10.648,85.399,folk,Let The Wind Blow High,699416
1243,SOCHGAQ12AF72A2EF9,AR0IVSA1187FB4F069,Helmet,0.7765989678295455,0.49007958418342873,Your Head,0.5909513934912907,1995,200.75057,-11.448,202.829,rock and indie,Born Annoying,177430
1245,SOPJBVD12AB018AACC,ARDF6RM1187FB5A409,Martin Denny,0.5737198552868119,0.3773829172606488,Burma Train Change,,0,175.75138,-17.114,85.765,american,Jamaica Farewell,725029
1254,SOGXWRE12AC468BE24,ARTXS851187FB411C7,Chris Farlowe,0.5433932314325375,0.33857502645721227,Paint It Black,,1966,177.57995,-11.027,146.913,uk,Out Of Time,781922
1260,SORNHUW12A6D4F9006,ARCT5P61187FB3D950,The Impressions,0.6332206239096116,0.4102474074764877,This Is My Country,,1968,168.01914,-11.803,103.088,rock and indie,This Is My Country,34608
1262,SOPMKMD12A67020BD9,ARB336A1187B9A4583,MC5,0.6548608223430427,0.4514660603634324,Miss X (LP Version),0.6756968072898051,1971,307.722,-8.392,75.706,rock and indie,High Time,13139
1264,SOJWNDG12AB018235E,ARYB42B1187FB37B01,Les Malpolis,0.48820685104705724,0.2712505962615699,Les Amours de Nathalie,,1998,246.69995,-9.76,172.061,french,Piédenés,449692
1267,SODAAKS12AB018D37F,ARM5JLS1187FB3615B,Tammy Wynette,0.6061186456969245,0.4091960356545295,Welcome To My World (Live),,0,84.16608,-11.433,155.05,country,Tammy Wynette - Live at the Rodeo!,761599
1268,SODCXGX12A8AE46866,ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,0.6832060400475407,0.4848767189541058,We Have All The Time In The World (Live),0.21508031850922793,0,235.36281,-12.767,91.859,rock and indie,A-sides_ B-sides and Rarities,185110
1283,SOZUUEA12A6701D4D2,ARAPH9U1187B9B34F0,Randy Travis,0.7878776910864356,0.5432255210454612,Wind In The Wire (Album Version),0.21508031850922793,1993,211.40853,-14.172,95.655,classic pop and rock,Wind In The Wire,12539
1289,SOSXYJQ12A6D4FB699,ARQXAUH1187B9BA010,Glen Campbell And Bobbie Gentry,0.5824605669027118,0.38479890996490645,Mornin' Glory,0.5550164086523928,1968,183.11791,-13.881,101.577,classic pop and rock,The Best of Bobbie Gentry: The Capitol Years,60339
1292,SOAXMZC12A6D4F67A6,ARO4WQR1187B9B9825,Kenny Rogers,0.7353701016054218,0.6199959503398087,The Son Of Hickory Holler's Tramp,0.34580223396532944,1977,188.96934,-12.193,174.785,country,The Best Of Kenny Rogers,32217
1312,SOPTTOX12A6310E279,ARMG34A1187FB548A8,Thomas Dolby,0.6413540809343606,0.3842305629725106,One Of Our Submarines,,1982,309.57669,-8.907,130.017,uk,Premium Gold Collection,988
1316,SODGZCH12AB0183AE6,ARXGWNG1187FB503A5,Ini Kamoze,0.6218253617513655,0.4349301579184066,Goodness & Mercy,0.24037458884602536,0,236.56444,-9.881,165.111,pop and chart,Fatis Presents Ini Kamoze,664421
1318,SOIWWJW12AB017C41E,ARRWAD71187FB3FE44,Martha Wainwright,0.704244766037675,0.49756873428189957,Comin' Tonight,,2008,209.60608,-13.551,117.316,rock and indie,Comin' Tonight,324882
1319,SOYKSBN12AB017EF6B,ART3O5Z1187B9AB043,Stevie Ray Vaughan And Double Trouble,0.7337989404362274,0.544257505724526,Chitlins Con Carne,0.6273634475759199,1996,235.65016,-13.277,111.834,jazz and blues,Blues At Sunrise,405525
1321,SOJENAR12A67021592,ARAPH9U1187B9B34F0,Randy Travis,0.7878776910864356,0.5432255210454612,On The Other Hand (Remastered Album Version),0.21508031850922793,0,187.53261,-12.324,95.781,classic pop and rock,Trail Of Memories:  The Randy Travis Anthology,62238
1348,SOVMKKT12A58A7F0CC,ARCLFWR1187B9AE7B2,Fun Lovin' Criminals,0.6832060400475407,0.4848767189541058,Love Unlimited (Explicit),0.23294084784339703,1998,205.66159,-7.119,94.082,rock and indie,100% Colombian,809
1352,SODEQMC12AB018807F,AR6892W1187B9AC71B,Placebo,0.8045235206697148,0.5864333787181634,Hardly Wait,0.7161144714902323,2009,180.13995,-4.422,121.354,alternative rock,The Never Ending Why,577389
1355,SORWDCM12A6D4FC397,AR1ZKBE1187FB53629,Kraftwerk,0.7415181300427279,0.5204121100542216,Computer Love (2009 Digital Remaster),0.368413732666965,0,399.33342,-9.219,127.984,german,The Mix (2009 Digital Remaster),622906
1360,SORSFTZ12A8C1391C5,AR06EB01187FB40150,NOFX,0.5611312133260722,0.5542914890128156,My Heart Is Yearning,0.6528783924763947,1994,143.64689,-11.661,156.079,american,Punk In Drublic,205383
1361,SOGGMKI12AB017E625,AR5GMAV1187FB3A8F5,Chris Clark,0.5972814779044859,0.3984699599085864,Tyre,0.6113029231835683,0,71.99302,-28.475,97.845,soul and reggae,Empty The Bones Of You,532311
1364,SOWMQTJ12AB0184323,AR190KO1187B9905EC,Sick Puppies,0.7829842111650066,0.6751177188292041,Master Of The Universe,0.6717563858023974,2009,212.92363,-5.429,209.739,alternative rock,Tri-polar (Edited),497107
1368,SOCUGVI12AC468B002,ARSZIBW1187B994053,James Newton Howard,0.6113815948790435,0.4453218782746221,The Burp Heard 'Round The World,,2010,110.52363,-9.516,84.969,american,Nanny McPhee & The Big Bang,778010
1373,SOWESWN12AB01899E1,AR88F5X1187FB3EA17,Loretta Lynn,0.658731278303374,0.4105411031232666,I Can't Feel You Anymore,,1994,195.3171,-13.141,93.312,country,Gold,363752
1379,SOLPJQA12A6D4F87A0,ARJXZX41187B9B6A43,Dream Warriors,0.5023897636892504,0.3426523772480887,Sound Clash,0.21204540548371908,1996,262.19057,-6.453,144.067,rock and indie,The Master Plan,28491
1381,SOIEAJT12A8AE458EC,AR4EQ231187B99368F,The Fray,0.852699664161011,0.6613493642822156,Vienna,0.7984098249591537,2002,231.07873,-8.096,124.534,pop and chart,How To Save A Life,437395
1391,SOOWPWH12A8C13649B,ARCYE581187B9A1482,Timo Maas,0.6919731192813398,0.3966195656003381,Bad Days,0.3580830431052069,2001,417.56689,-8.92,87.995,german,Loud,152889
1397,SODLKUO12A8C13CA35,ARFCUN31187B9AD578,The Rolling Stones,0.8148296561331122,0.7760376560525726,Time Is On My Side,,1964,172.72118,-7.343,107.455,british,12 x 5,350902
1402,SOOPTTP12A8C134AA6,ARESVFD1187FB522E6,Rikk Agnew,0.46795506584206537,0.3245977144658262,Everyday,0.46447729251299724,1982,269.40036,-7.594,154.286,punk,All By Myself,720452
1408,SOQTVUL12A6D4F8F04,AR8CT8U1187FB4D803,Dexys Midnight Runners,0.6797935559497998,0.4894582584706414,Until I Believe In My Soul,,1982,434.88608,-8.844,84.437,uk,The Projected Passion Revue,56996
1409,SOQTFNY12A8AE47D3F,AR7GOK91187FB455F5,Jean-Jacques Goldman,0.6174214066397045,0.44925387694771113,Là-Bas,,1991,501.05424,-8.508,148.642,french,Live 98 En Passant,553563
1417,SOIDJZY12A6701DEF7,ARNDL191187FB51583,Jimi Hendrix,0.8409639009345767,0.58786915221849,Voodoo Chile Blues,0.6267609168903788,1994,528.14322,-12.797,175.663,american,Blues,669655
1425,SOCQXMW12A58A7E63F,ARZS5VW1187FB567E8,William Orbit,0.6749702930475524,0.42495308411251165,The Monkey King,0.4830645596002331,1993,315.01016,-34.703,95.869,uk,Strange Cargo III,1224
1427,SOGCDYR12AC961854A,ARC8CQZ1187B98DECA,Jack Johnson,0.8320117706473318,0.6774824794324045,You And Your Heart,0.918534291444025,2010,196.20526,-7.045,107.042,folk,You And Your Heart,785446
1437,SOJEZUU12AB018B8C5,ARNDL191187FB51583,Jimi Hendrix,0.8409639009345767,0.58786915221849,Fire,0.8398498955853031,1969,192.23465,-6.216,167.263,american,Valleys Of Neptune,763904
1444,SOFMMKA12A58A7CBF5,AR9W3X91187FB3994C,Phil Collins,0.6559214175882668,0.5783016335967479,Welcome,0.5493423317879715,2003,216.92036,-8.238,123.943,british,Brother Bear Original Soundtrack (English Version),653590
1446,SOKUGPJ12A58A7FD8D,AROKDJ41187B9A7700,Mindless Self Indulgence,0.8191322906683809,0.4858814589995483,Never Wanted to Dance (Live In London),0.2707759989463275,0,222.14485,-4.487,182.98,rock,Never Wanted to Dance (Live In London),368796
1458,SOFCZKJ12A6D4F5BF0,ARY1VGA1187FB5A39E,Tom Cochrane,0.5903603253945124,0.3717867334568803,What's In You?,,0,227.60444,-12.172,137.149,country,Hang On To Your Resistance (The Early Years),22484
1460,SOBKIMB12A8C136DE9,AR6XPWV1187B9ADAEB,Foo Fighters,0.8392753929272774,0.5507620846559074,X-Static,0.6725543721070971,1995,253.49179,-7.986,101.544,rock,Foo Fighters,295350
1466,SOBVXQL12A6D4F7FC0,ARGMGHN1187B9B4213,Gym Class Heroes,0.906619151710548,0.5634035658694969,New Friend Request (Amended Version),0.49446970926734435,2006,254.51057,-4.952,91.97,pop and chart,As Cruel As School Children,327332
1473,SODXJGJ12A6D4F9E5D,ARLR9U31187B9A71AD,The Stooges,0.7326033944243092,0.49705095869202826,T.V. Eye (Take 3),,1999,328.9073,-6.862,132.595,classic pop and rock,1970: The Complete Fun House Sessions,65428
1479,SOLOJYI12A8C13C49E,AR22KLC1187B98E812,Kaija Koo,0.5008761600501868,0.3792280690900896,Savu hälvenee,0.2884816426560289,1998,192.26077,-8.228,155.049,finnish,Operaatio Jalokivimeri,217883
1485,SOMIPLK12AB017C7B2,ARB5TJM1187B9A71FD,Finntroll,0.6364366724208069,0.4290978119935513,Grottans Barn,0.6499504084801206,2004,276.45342,-6.51,150.012,finnish,Nattfödd,639527
1488,SOHRKRG12A6310F103,AR6892W1187B9AC71B,Placebo,0.8045235206697148,0.5864333787181634,Where Is My Mind (XFM Live Version),0.7543210589242434,2003,223.92118,-6.465,84.956,alternative rock,Covers,209869
1493,SOKLWWG12AB018A824,ARTXS851187FB411C7,Chris Farlowe,0.5433932314325375,0.33857502645721227,Paperman_ Fly In The Sky - Original,,0,165.51138,-11.854,177.598,uk,Chris Farlowe Selected Hits,468309
1497,SOJUORK12A8C143BE5,ARB336A1187B9A4583,MC5,0.6548608223430427,0.4514660603634324,Looking At You (Cody High School),,0,413.33506,-11.74,165.294,rock and indie,Purity Accuracy,612251
1501,SODRLXB12AB017B14B,ARW63KF1187B98AC48,Julien Clerc,0.585479539749522,0.36438492446826576,Comme Si C'était Doux,,0,107.28444,-15.404,79.042,french,Inédits 68-97,533274
1503,SOSQYCZ12AF72A1A14,ARK24KH1187B9B6B93,Vaselines,0.6063516523001649,0.41781909051467636,Teenage Superstars (Album),,0,207.17669,-6.186,189.825,uk,Enter The Vaselines,454183
1512,SOPBJAX12A6310E86F,ARHD3RX1187FB3A7DA,Steel Pulse,0.6984525389455865,0.5029746364184818,We Can Do It,0.43965465970686407,1991,237.45261,-13.486,158.57,soul and reggae,Victims,213
1513,SOGOHFY12A8C136F9C,ARHNCQ31187B9915DC,Mississippi John Hurt,0.6250670090036011,0.4010984647697447,Waiting For You (I Forgive You Before I Go),,0,271.22893,-10.913,80.864,american,D.C. Blues: The Library Of Congress Recordings_ Vol. 2,197986
1528,SOCLPMP12A81C2354B,ARAIABB1187B9AC6E2,Seal,0.5673132241223214,0.5800131829395042,Prayer For The Dying (Album Version),0.3651438041452445,0,330.26567,-7.294,133.155,british,Best 1991 - 2004,1656
1530,SOFYSKU12A8C13A72B,ARPAAHK1187B9ABB00,Nickelback,0.8474517132179911,0.779968004597178,Follow You Home (Album Version),0.4191057802027651,2005,260.33587,-3.693,140.027,rock,All The Right Reasons,112186
1532,SOJGCBK12AB01884D3,ARYZV2X1187B997BE7,Chris Standring,0.564710159052268,0.4159376408281591,Say What!?!,0.5114243256864599,2003,269.322,-9.041,140.044,production music,Groovalicious,819293
1534,SOQCUBJ12A8C13FEC6,ARR46IW1187FB51C2E,Nicholas Hooper,0.5729433958023782,0.4358082848637359,The Sirius Deception (Album Version),0.0,0,154.38322,-19.751,98.509,production music,Harry Potter And The Order Of The Phoenix Original Motion Picture Soundtrack,117369
1548,SOHPDWN12AAA15E9AF,AR4OMY81187B9B31E7,Cursed,0.5915626331705804,0.4072397164458532,Pariah,0.5486780555679608,0,74.68363,-3.599,104.805,rock and indie,One,480093
1550,SOHCTUT12A6D4FCD56,AR2SGQW1187B9B9E7C,KRS-One,0.7302463186126901,0.5204895709802003,Getaway,0.4944895175021134,2008,187.24526,-5.73,109.072,hip hop rnb and dance hall,Adventures In Emceein,398420
1552,SOPPBPK12A8C14683C,ARP96FM1187B9AEA77,Semisonic,0.7127448996498358,0.47070038961361016,Secret Smile,0.7752353624843904,1998,280.00608,-9.429,99.059,pop and chart,20th Century Masters: The Millennium Collection: Best Of Semisonic,23369
1568,SOQOXXW12AF729F20B,ARTDQRC1187FB4EFD4,Black Eyed Peas / Les Nubians / Mos Def,0.845601886640232,1.0059419659547393,On My Own,,2000,235.10159,-6.618,94.993,pop and chart,Bridging The Gap,13919
1569,SOQAQJG12A67020725,AR1ZKBE1187FB53629,Kraftwerk,0.7415181300427279,0.5204121100542216,Elektro Kardiogramm (Live),,0,283.24526,-9.805,126.007,german,Minimum - Maximum,13862
1595,SOFEYIV12A6D4FAC9A,AR1JD6E1187FB5696C,James Last,0.6018919753027975,0.38065635952956267,Summer Rain,0.23962909777363708,1998,227.94404,-10.242,84.001,german,James Last And Friends,226418
1600,SOKFCJJ12A67ADA72B,ARQQP3Z1187FB5707B,Bert Kaempfert And His Orchestra,0.5410334266884267,0.42380844353697666,Wheeling Free,0.3231121208952123,0,201.92608,-14.361,144.232,german,The Collection,382315
1601,SOXKUGL12A8C142BB9,ARRZZRW1187B9A06E3,Rachel Portman,0.6038827924392042,0.39428262114457113,Bridget,0.3135621142479342,2008,199.05261,-22.272,86.463,production music,The Sisterhood of the Traveling Pants 2,313944
1603,SOLYAYO12A8C13C04D,ARRXG5Y1187B9AA016,G-Unit,0.8453733038122141,0.5344297136566577,I Don't Want To Talk About It,0.2284737297775099,0,274.78159,-5.958,92.998,hip hop rnb and dance hall,T.O.S. (Terminate On Sight),266372
1607,SOLEETW12A6D4FB2FE,ARKR75V1187FB3D4D5,My Chemical Romance,0.8648678420923306,0.7660761644197827,House Of Wolves (Album Version),0.4348380902608562,2006,184.00608,-2.895,127.15,pop and chart,The Black Parade,45717
1631,SOCOQSE12A8C13D17B,ARKETDZ1187B9B2566,Marlene Dietrich,0.6168963856681389,0.4165039463700261,No Love No Nothing,0.3552855364230894,0,175.25506,-17.186,84.894,german,Lili Marlene,458165
1639,SONEAJZ12B0CEB476A,ARVZWQ31187B9B8946,Liars,0.7863591368360506,0.42041261759961973,A Visit From Drum,,2006,259.05587,-8.977,126.46,alternative rock,Drums Not Dead,29387
1654,SOEHEYS12AB0181F19,AR1GYND1187B9A9CD3,Diesel Boy,0.5678142640009771,0.37668863102209926,Pocket Full Of Stars,0.2998774882739778,2001,152.65914,-3.478,181.748,punk,Rode Hard and Put Away Wet,557621
1663,SOWDBUH12A8C138B73,ARGEZ5E1187FB56F38,Audio Adrenaline,0.6874783184494465,0.5162343840837891,Will Not Fade  (Hit Parade Album Version (new Song)),0.268165186485122,0,229.01506,-4.774,87.899,rock,Hit Parade: The Greatest Hits,150911
1669,SOEPVWS12A6D4FAFC4,ARZS5VW1187FB567E8,William Orbit,0.6749702930475524,0.42495308411251165,Love My Way,,1987,159.11138,-20.142,98.823,uk,Best Of Strange Cargo,860
1672,SOLRGXU12A8C132FD7,ARRT66G1187FB3DDF9,Freddie King,0.6096366979313602,0.3825930008756608,Boogie Man,,1973,226.06322,-14.977,135.951,classic pop and rock,Woman Across The River (World),284736
1673,SONGVVU12AB018719F,ARDDWUI1187FB379F7,Amoral,0.6182847302514278,0.4142756816409491,Perfection Design,0.48711219486346274,2009,238.94159,-3.394,139.977,finnish,Show Your Colors,455018
1676,SOSNZGD12AB0186296,ARXPE571187FB4AFD0,Rickie Lee Jones,0.6706153961663586,0.5031516059846183,Coolsville (Live Acoustic Version),0.0,0,308.92363,-18.105,60.757,classic pop and rock,Naked Songs Live And Acoustic,762361
1679,SODNQJO12A6310F970,AR7WGYZ1187FB3CAB0,Wang Chung,0.6066112636280024,0.44136658534263323,Dance Hall Days,0.7850250920460116,1983,234.762,-12.455,205.245,british,80s Triple Set,398
1681,SOVFDZT12A8C140710,AR6XPWV1187B9ADAEB,Foo Fighters,0.8392753929272774,0.5507620846559074,Razor,,2005,287.99955,-16.372,126.986,rock,Razor,307285
1682,SOLITMH12A58A78F01,ARXDQJB1187FB57154,Faithless,0.8130130889348834,0.5485336545339214,Six,0.636145536057906,2004,142.52363,-10.596,229.808,british,Insomnia - The Best Of,397816
1688,SOWCEQL12AF729E70C,ARWPYQI1187FB4D55A,Rick Astley,0.7549176454508227,0.5074642431149818,Close To You,0.3867901771390143,2005,184.55465,-8.7,86.971,uk,Portrait,279091
1689,SOFKTPP12A8C1385CA,ARWA8AH1187FB3FC84,Hot Chip,0.8526389322187791,0.5357631577199824,Hold On,0.6934642475354277,2008,381.17832,-6.36,134.5,uk,Made In The Dark,291143
1694,SOBOPBU12AB0180EBE,ARLV8S31187B988B71,Georges Brassens,0.633408899495587,0.3942896621203247,Colombine,,1956,115.25179,-14.562,59.983,french,Georges Brassens: Le siècle d'or,601969
1697,SOPOHPD12AB017F153,ARGBR4I1187B99D073,Mudhoney,0.6726805928835387,0.47638910882585617,It Is Us,0.49783321457002905,2006,211.87873,-4.309,152.457,rock and indie,Live At El Sol,632110
1700,SOAAHZS12A8C143A21,ARV69FI1187B9AA14F,Kari Tapio,0.47575573277844224,0.2784255160496253,Rakkauden veteraani,,2009,224.7571,-8.419,103.244,finnish,Viimeiseen pisaraan,526303
1701,SOGHNTC12AB0188168,AR4NREB1187B9AEDAC,Mink DeVille,0.5464602881310222,0.36786933874359073,She's So Tough,,1977,166.03383,-13.589,109.057,classic pop and rock,Cabretta,813922
1702,SONQOIL12A6D4F4D47,ARFZSPU1187B9B5BA9,John Frizzell,0.4328393673069391,0.3669058527885173,DEFCON 4,,1996,108.85179,-20.373,176.756,production music,Beavis and Butt-Head Do America,79637
1729,SOAGJGA12A6D4F980C,ARXPE571187FB4AFD0,Rickie Lee Jones,0.6706153961663586,0.5031516059846183,Love Is Gonna Bring Us Back Alive,0.4697124313189556,1989,291.57832,-19.544,189.524,classic pop and rock,Flying Cowboys,47592
1734,SOBJLED12A8C14108C,ARAIABB1187B9AC6E2,Seal,0.5673132241223214,0.5800131829395042,Whirlpool [Live],0.22154865991439518,0,279.74485,-9.86,187.566,british,Killer,7315
1737,SOMFNPC12A8C13E5FE,AROGAPH1187B98CF9C,Bénabar,0.6092941551456632,0.3730604928119009,Tu Peux Compter Sur Moi,0.5428771899027748,2005,188.94322,-9.224,134.552,french,Reprise Des Négociations,307644
1739,SODJUSQ12A8AE486C6,ARDGB6U1187FB3AD07,Eurythmics,0.7510076200369779,0.5236990777653908,Missionary Man,0.7300098429968348,1986,269.94893,-4.357,124.973,british,Revenge,278992
1741,SORLLRN12A58A7F1EE,AR65K7A1187FB4DAA4,Beyoncé,0.8894607253481954,0.6120672682978017,Be With You,0.6672794941570311,2003,260.20526,-6.259,149.913,hip hop rnb and dance hall,Dangerously In Love,287352
1744,SOBKWVC12A8C13F95C,AR0N0DX1187FB41327,Talvin Singh,0.6371812839675844,0.4491399510400711,Traveller,,1998,350.4322,-10.587,106.58,uk,True Chillout (3CD set),123076
1752,SOSFKCZ12AF72A3C24,AR7Y6JX1187FB4D9B3,Bad Brains,0.7262980274461062,0.5554145758164936,Riot Squad (1991 Digital Remaster),,1983,119.71873,-10.19,127.191,punk,Rock For Light,160699
1766,SOCNGFJ12A6D4F6DFD,AROBHK51187B9AD82B,Funeral For A Friend,0.8510730089495435,0.5904492768121657,Crash And Burn [Home Demo],0.4961753356732933,2007,261.14567,-14.957,105.324,rock and indie,Tales Don't Tell Themselves,85625
1769,SOJRJDG12AF72A7B93,ARAKARO1187B9A1EB6,George Michael,0.8031054729293065,0.5457307001135414,Praying For Time,,1990,281.33832,-8.183,127.844,british,Ladies And Gentlemen... The Best Of George Michael,482768
1772,SOZIGEW12AB0183C28,ARX14WH1187FB50649,Babe Ruth,0.5451654411381094,0.34863014215936494,Dancer (2007 Digital Remaster),0.0,1975,365.16526,-8.351,111.315,uk,Babe Ruth,360812
1777,SOXVMXO12A8C13EAFA,ARA82JG1187FB36131,Charlie Haden & Chris Anderson,0.6182968439727855,0.3753748194868852,Alone Together,0.26586104921065007,0,412.21179,-28.346,115.007,jazz and blues,None But The Lonely Heart,113410
1788,SOBCTDP12A6D4F7602,ARLR9U31187B9A71AD,The Stooges,0.7326033944243092,0.49705095869202826,Not Right (Remastered LP Version),0.6513037261300973,0,169.66485,-3.968,148.458,classic pop and rock,The Stooges [Deluxe Edition],21200
1792,SOIGNJY12A8C13AE1A,AR87K371187FB5AA8E,Uriah Heep,0.673238690660318,0.47920455769377673,Wake The Sleeper,0.5011168400946299,2008,212.84526,-4.014,127.962,british,Wake The Sleeper,265303
1800,SOAGRTC12AC468B954,ARMPQIE1187FB3D4EB,Bounty Killer,0.6932878385507649,0.39327449140462534,Ask Fi War,,0,227.5522,-7.113,114.272,hip hop rnb and dance hall,Strictly The Best Vol. 15,700059
1812,SOFNFIL12A8AE47377,ARD5K161187B9AC784,Orbital,0.69300920358103,0.49866887479608674,Are We Here ?,,1994,933.642,-10.328,95.315,british,Snivilisation,2004
1815,SOZGZSN12A8C1407E3,ARRH2S81187B98C8AA,Bongzilla,0.5744007886920006,0.4460715844124553,Cutdown,0.5486780555679608,2005,419.68281,-6.407,91.498,american,Amerijuanican,223456
1817,SOXHSTL12A8C13B5A6,ARD5K161187B9AC784,Orbital,0.69300920358103,0.49866887479608674,Chime (edit),0.6156548448294465,1990,192.20853,-6.924,120.938,british,Halcyon - The Platinum Collection,212480
1819,SOQYGKF12A6D4F77EC,ARYJSY01187B9B7C65,Dolly Parton,0.7073326990307538,0.6038764869181625,I'm Not Worth the Tears,0.2707759989463275,1967,152.45016,-12.144,95.981,country,The Dolly Parton Classics,756547
1821,SOWWEWC12A6D4F8A87,AR19GQN1187FB3ACF5,The Bucketheads,0.5638459847801999,0.34454060084591037,Little Louie Bonus,0.26586104921065007,1995,383.16363,-16.486,121.896,pop and chart,All In The Mind,28356
1823,SOGEQKA12A6D4FA27C,ARASYMJ1187B9ACAF2,Whitesnake,0.8224328293700504,0.5313033185652613,Love Ain't No Stranger (2003 Digital Remaster),0.2707759989463275,2003,252.08118,-8.706,125.022,british,Best Of Whitesnake,53181
1824,SOBJOLG12A8C13CC69,AROJAG11187B9B71A3,The Chap,0.612657823642785,0.457611173992295,We Are Not Impartial,0.2707759989463275,2006,170.05669,-9.502,72.073,classic pop and rock,Lo Compilation Mix By Susumu Yokota,160998
1827,SOJEEKG12A8AE48C77,ARSE5NP1187B9B98AB,Twista,0.8896135547440263,0.5938083651752645,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),,2005,200.98567,-8.273,90.158,hip hop rnb and dance hall,The Day After,138186
1829,SOLYAFD12A6702090E,AR2XI6G1187B9AE7DA,Fat Joe,0.8229085341315785,0.5720278536807922,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],,2005,211.59138,-7.239,100.783,hip hop rnb and dance hall,All Or Nothing,12757
1832,SOLKBKQ12A8C13400C,ARHT0B11187B993CB3,Eddy Raven,0.464994319368088,0.3447211111720015,I WANNA HEAR IT FROM YOU,,1995,204.85179,-11.14,133.428,american,LIVE IN CONCERT,87397
1833,SOGOJEP12AB018D355,AR3FE581187FB3F90A,Fabolous,0.5716816265745298,0.5400077502099329,Ma' Be Easy [Explicit Version],,0,225.14893,-5.189,200.435,hip hop rnb and dance hall,Ghetto Fabolous [Explicit Version],675211
1837,SOMDTTT12A8C13F1CB,ARISHTQ1187FB3E6F0,Ben E. King,0.6886386535712516,0.47878007430730035,Let It Be Me,,0,167.3922,-8.89,86.819,classic pop and rock,Soul Friends,303421
1843,SOGMROZ12A679D8AE9,ARIPLUN1187B99B9F9,The Police,0.7903679087935053,0.6154544615535558,Wrapped Around Your Finger,,1983,313.70404,-14.361,85.207,british,Message In A Box,16027
1850,SOJGCRU12A8C1323B7,AR5FP401187FB523C9,Bob Dylan,0.6753848119981302,0.6333399087018368,New Pony,0.5746932970850078,1978,278.96118,-5.563,80.7,folk,Desire/Blood On The Tracks/Street Legal,285737
1869,SOTBVCU12AB0187B3C,AR3NPVS1187FB5108F,Les Rythmes Digitales/ Tzant Feat. ODC MC,0.5908165135922658,0.3760663614521953,Jacques Your Body (Make Me Sweat)/ Sounds Of Wickedness (PF Project Def Scratch Mix),,0,186.40934,-4.242,86.113,uk,Mash Up Mix 90s,764372
1870,SOIMYXI12AB018106C,ARCGJ6U1187FB4D01F,Akon,1.0,0.8267770134906597,Over The Edge,0.6441167835493163,2008,266.89261,-6.102,126.983,hip hop rnb and dance hall,Freedom,343568
1885,SORRKQZ12AB0185DAD,ARL5BEN1187B98E4D9,Jah Cure,0.7072047439332318,0.5196368555463167,I'm Free,0.0,0,224.02567,-5.142,151.744,hip hop rnb and dance hall,I'm Free - Single,795325
1886,SOSDWRI12A8C1443CB,AR2G8SU1187FB4A871,James Carter,0.49894614839875884,0.33902074672128857,Strange Fruit,0.319565986882865,2003,258.42893,-6.115,81.492,jazz and blues,Gardenias For Lady Day,527212
1891,SOXTBTY12A8C134A43,ARDK6QW1187B9B8D85,UK Subs,0.6599449187584954,0.43469691279710654,Crash Course,0.4994458348006321,1979,140.30322,-11.031,123.26,uk,Time Warp:  Greatest Hits,197147
1892,SOKJYBX12AF72A900B,ARJ1BWM1187B9B117B,Embrace the End,0.5803697896067754,0.42017659351689324,Ley Lines,,2008,364.14649,-3.6,119.827,american,Ley Lines,739757
1894,SOHTRFS12AC9E13420,ARHTV1S1187FB547F8,Marc Perrone,0.45613667443492384,0.2855912715175029,Sirène,,0,13.5571,-26.393,0.0,production music,Voyages,726646
1910,SOFHWIG12AB01855B5,ARVML631187B99E90D,The B-52's,0.6815985531460305,0.5375372013052252,Tell It Like It T-I-IS (Album Version),0.47405483093120077,1992,313.20771,-7.465,136.767,classic pop and rock,Good Stuff,542754
